0,ACTIVITIES,1945,0,0,1,2,1,0
1,STAND_TO_SIT,3,6,0,0,0,0,0
2,SIT_TO_STAND,1,0,3,0,0,0,0
3,SIT_TO_LIE,0,0,0,14,0,4,0
4,LIE_TO_SIT,1,0,0,0,14,0,0
5,STAND_TO_LIE,0,0,0,0,0,25,0
6,LIE_TO_STAND,0,0,0,0,0,0,14
0,ACTIVITIES,2109,2,0,1,0,0,0
1,STAND_TO_SIT,0,18,0,0,0,0,0
2,SIT_TO_STAND,0,0,8,0,0,0,0
3,SIT_TO_LIE,2,0,0,21,0,3,0
4,LIE_TO_SIT,0,0,0,0,12,0,0
5,STAND_TO_LIE,3,0,0,2,0,19,0
6,LIE_TO_STAND,5,0,0,0,0,0,13
0,ACTIVITIES,2162,0,0,1,1,0,1
1,STAND_TO_SIT,8,12,0,0,0,0,0
2,SIT_TO_STAND,0,0,8,0,0,0,0
3,SIT_TO_LIE,0,0,0,19,0,3,0
4,LIE_TO_SIT,1,0,0,0,16,0,1
5,STAND_TO_LIE,10,1,0,5,0,18,0
6,LIE_TO_STAND,6,0,0,0,0,0,15
0,ACTIVITIES,2243,0,0,1,1,0,1
1,STAND_TO_SIT,6,11,0,0,0,0,0
2,SIT_TO_STAND,1,0,8,0,0,0,0
3,SIT_TO_LIE,0,0,0,21,0,0,0
4,LIE_TO_SIT,2,0,0,0,16,0,1
5,STAND_TO_LIE,5,1,0,3,0,22,0
6,LIE_TO_STAND,1,0,0,0,0,0,22
0,ACTIVITIES,2099,2,0,0,0,0,0
1,STAND_TO_SIT,1,14,0,0,0,0,0
2,SIT_TO_STAND,1,0,6,0,0,0,0
3,SIT_TO_LIE,0,0,0,16,0,5,0
4,LIE_TO_SIT,0,0,0,0,16,0,1
5,STAND_TO_LIE,0,0,0,2,0,23,0
6,LIE_TO_STAND,4,0,0,0,0,0,12
